0.03037 0.533333
0.06538 0.6
0.06954 0.8
0.10039 1.33333
0.10455 1.6
0.10871 1.86667
0.11287 2.13333
0.13540 1.8
0.13956 2
0.14372 2.2
0.14788 2.4
0.15204 2.6
0.15620 2.8
0.16036 3
0.16452 3.2
0.17042 4.53333
0.17458 4.8
0.17874 5.06667
0.18290 5.33333
0.18706 5.6
0.19122 5.86667
0.19538 6.13333
0.19954 6.4
0.20370 6.66667
0.20786 6.93333
0.21202 7.2
0.21618 7.46667
0.22034 7.73333
0.22450 8
0.22866 8.26667
0.23282 8.53333
0.23698 3.77143
0.24114 3.88571
0.24530 4
0.24946 4.11429
0.25362 4.22857
0.25778 4.34286
0.26194 4.45714
0.26610 4.57143
0.27026 4.68571
0.27442 4.8
0.27858 4.91429
0.28274 5.02857
0.28690 5.14286
0.29106 5.25714
0.29522 5.37143
0.29938 5.48571
0.30354 5.6
0.30770 5.71429
0.31186 5.82857
0.31602 5.94286
0.32018 6.05714
0.32434 6.17143
0.32850 6.28571
0.33266 6.4
0.33682 6.51429
0.34098 6.62857
0.34514 6.74286
0.34930 6.85714
0.35346 6.97143
0.35762 7.08571
0.36178 7.2
0.36594 7.31429
0.37010 3.93846
0.37426 3.93846
0.37842 3.93846
0.38258 3.93846
0.38674 3.93846
0.39090 3.93846
0.39506 3.93846
0.39922 3.93846
0.40338 3.93846
0.40754 3.93846
0.41170 3.93846
0.41586 3.93846
0.42002 3.93846
0.58226 0.123077
0.61727 0.184615
0.65228 0.246154
0.66060 0.307692
0.68729 0.369231
0.69561 0.430769
0.70393 0.492308
0.72230 0.553846
0.73062 0.615385
0.73894 0.676923
0.74726 0.738462
0.75558 0.8
0.76390 0.861538
0.77222 0.923077
0.78054 0.984615
0.78886 1.04615
0.79718 1.10769
0.80550 1.16923
0.81382 1.23077
0.82214 1.29231
0.83046 1.35385
0.83878 1.41538
0.84710 1.47692
0.85542 1.53846
0.86374 1.6
0.87206 1.66154
0.93030 2.48889
0.93446 2.57778
0.93862 2.66667
0.94278 2.75556
0.94694 2.84444
0.95110 2.8472
0.95526 2.84996
0.95942 2.8528
0.96358 2.85556
0.96774 2.85831
0.97190 2.86107
0.97606 2.86382
0.98022 2.86658
0.98438 2.86933
0.98854 2.87209
0.99270 2.87484
0.99686 2.8776
1.00102 2.88036
1.00518 2.88311
1.00934 2.88587
1.01350 2.88853
1.01766 2.89129
1.02182 2.89404
1.02598 2.8968
1.03014 2.89947
1.03430 2.90222
1.17158 0.177778
1.20659 0.266667
1.24160 1.06667
1.24576 1.33333
1.24992 1.6
1.25408 1.86667
1.27661 1.6
1.28077 1.8
1.28493 2
1.28909 2.2
1.29325 2.4
1.29741 2.6
1.30157 2.8
1.31163 4
1.31579 4.26667
1.31995 4.2832
1.32411 4.3
1.32827 4.31653
1.33243 4.33307
1.33659 4.34933
1.34075 4.3656
1.34491 4.38187
1.34907 4.39813
1.35323 4.4144
1.35739 4.4304
1.36155 4.44667
1.36571 4.46267
1.36987 2.2392
1.37403 2.2472
1.37819 2.25507
1.38235 2.26293
1.38651 2.2708
1.39067 2.27867
1.39483 2.2864
1.39899 2.29427
1.40315 2.302
1.40731 2.30973
1.41147 2.31747
1.41563 2.32507
1.41979 2.33267
1.42395 2.3404
1.42811 2.348
1.43227 2.35547
1.43643 2.02549
1.44059 2.03189
1.44475 2.0384
1.44891 2.0448
1.45307 2.0512
1.45723 2.05749
1.46139 2.06389
1.46555 2.07017
1.46971 2.07646
1.47387 2.08274
1.47803 2.08903
1.48219 2.09531
1.48635 2.1016
1.49051 2.10777
1.49467 2.11394
1.49883 2.12011
1.50299 2.12629
1.50715 2.13246
1.51131 2.13851
1.51547 2.14469
1.51963 2.15074
1.52379 2.1568
1.52795 2.16286
1.53211 2.16891
1.53627 2.17497
1.54043 2.18091
1.54459 2.18697
1.54875 2.19291
1.55291 2.19886
1.55707 2.2048
1.56123 2.21074
1.56539 2.21669
1.56955 2.22251
1.57371 2.22846
1.57787 2.23429
1.58203 2.24011
1.58619 2.24594
1.59035 2.25177
1.59451 2.2576
1.59867 2.26331
1.60283 2.26914
1.60699 2.27486
1.61115 2.28057
1.61531 2.2864
1.61947 2.29211
1.62363 2.29771
1.62779 2.30343
1.63195 2.30914
1.63611 2.31474
1.64027 2.32046
1.64443 2.32606
1.64859 2.33166
1.65275 2.33726
1.65691 2.34286
1.66107 2.0549
1.66523 2.0597
1.66939 2.0646
1.67355 2.0694
1.67771 2.0743
1.68187 2.0791
1.68603 2.0839
1.69019 2.0887
1.69435 2.0935
1.69851 2.0983
1.70267 2.103
1.70683 2.1078
1.71099 2.1125
1.71515 2.1173
1.71931 2.122
1.72347 2.1267
1.72763 2.1314
1.73179 2.1361
1.73595 2.1408
1.74011 2.1454
1.74427 2.1501
1.74843 2.1548
1.75259 2.1594
1.75675 2.164
1.76091 2.1687
1.76507 2.1733
1.76923 2.1779
1.77339 2.1825
1.77755 2.187
1.78171 2.1916
1.78587 2.1962
1.79003 2.2007
1.79419 2.2053
1.79835 2.2098
1.80251 2.2143
1.80667 2.2188
1.81083 2.2234
1.81499 2.2278
1.81915 2.2323
1.82331 2.2368
1.82747 2.2413
1.83163 1.99627
1.83579 2.00018
1.83995 2.00409
1.84411 2.00809
1.84827 2.012
1.85243 2.01591
1.85659 2.01982
1.86075 2.02373
1.86491 2.02764
1.86907 2.03156
1.87323 2.03547
1.87739 2.03938
1.88155 2.0432
1.88571 2.04711
1.88987 2.05093
1.89403 2.05476
1.89819 2.05867
1.90235 2.06249
1.90651 2.06631
1.91067 2.07013
1.91483 2.07396
1.91899 2.07778
1.92315 2.0816
1.92731 2.08533
1.93147 2.08916
1.93563 2.09289
1.93979 2.09671
1.94395 2.10044
1.94811 2.10427
1.95227 2.108
1.95643 2.11173
1.96059 2.11547
1.96475 2.1192
1.96891 2.12293
1.97307 2.12667
1.97723 2.1304
1.98139 2.13404
1.98555 2.13778
1.98971 2.14151
1.99387 2.14516
1.99803 2.14889
2.00219 2.15253
2.00635 2.15618
2.01051 2.15991
2.01467 2.16356
2.01883 1.95048
2.02299 1.95376
2.02715 1.95704
2.03131 1.96032
2.03547 1.96352
2.03963 1.9668
2.04379 1.97008
2.04795 1.97328
2.05211 1.97656
2.05627 1.97976
2.06043 1.98304
2.06459 1.98624
2.06875 1.98944
2.07291 1.99272
2.07707 1.99592
2.08123 1.99912
2.08539 2.00232
2.08955 2.00552
2.09371 2.00872
2.09787 2.01192
2.10203 2.01504
2.10619 2.01824
2.11035 2.02144
2.11451 2.02456
2.11867 2.02776
2.12283 2.03088
2.12699 2.03408
2.13115 2.0372
2.13531 2.04032
2.13947 2.04344
2.14363 2.04664
2.14779 2.04976
2.15195 2.05288
2.15611 2.056
2.16027 2.05912
2.16443 2.06216
2.16859 2.06528
2.17275 2.0684
2.17691 2.07152
2.18107 2.07456
2.18523 2.07768
2.18939 2.08072
2.19355 2.08384
2.19771 2.08688
2.20187 2.09
2.20603 2.09304
2.21019 2.09608
2.21435 2.09912
2.21851 2.10216
2.22267 2.1052
2.22683 2.10824
2.23099 2.11128
2.23515 2.11432
2.23931 2.11736
2.24347 2.1204
2.24763 2.12344
2.25179 2.1264
2.25595 2.12944
2.26011 2.1324
2.26427 2.13544
2.26843 2.1384
2.27259 2.14144
2.27675 2.1444
2.28091 2.14736
2.28507 2.1504
2.28923 2.15336
2.29339 2.15632
2.29755 2.15928
2.30171 2.16224
2.30587 2.1652
2.31003 2.16816
2.31419 2.17112
2.31835 2.17408
2.32251 2.17704
2.32667 2.17992
2.33083 1.98444
2.33499 1.98713
2.33915 1.98975
2.34331 1.99244
2.34747 1.99505
2.35163 1.99775
2.35579 2.00036
2.35995 2.00305
2.36411 2.00567
2.36827 2.00829
2.37243 2.01091
2.37659 2.0136
2.38075 2.01622
2.38491 2.01884
2.38907 2.02145
2.39323 2.02407
2.39739 2.02669
2.40155 2.02931
2.40571 2.03185
2.40987 2.03447
2.41403 2.03709
2.41819 2.03971
2.42235 2.04225
2.42651 2.04487
2.43067 2.04749
2.43483 2.05004
2.43899 2.05265
2.44315 2.0552
2.44731 2.05775
2.45147 2.06036
2.45563 2.06291
2.45979 2.06545
2.46395 2.068
2.46811 2.07062
2.47227 2.07316
2.47643 2.07571
2.48059 2.07825
2.48475 2.0808
2.48891 2.08335
2.49307 2.08589
2.49723 2.08844
2.50139 2.09091
2.50555 2.09345
2.50971 2.096
2.51387 2.09855
2.51803 2.10102
2.52219 2.10356
2.52635 2.10604
2.53051 2.10858
2.53467 2.11113
2.53883 2.1136
2.54299 2.11607
2.54715 2.11862
2.55131 2.12109
2.55547 2.12356
2.55963 1.94893
2.56379 1.9512
2.56795 1.95347
2.57211 1.95573
2.57627 1.958
2.58043 1.96027
2.58459 1.96253
2.58875 1.9648
2.59291 1.96707
2.59707 1.96933
2.60123 1.9716
2.60539 1.97387
2.60955 1.97607
2.61371 1.97833
2.61787 1.9806
2.62203 1.98287
2.62619 1.98507
2.63035 1.98733
2.63451 1.98953
2.63867 1.9918
2.64283 1.994
2.64699 1.99627
2.65115 1.99847
2.65531 2.00067
2.65947 2.00293
2.66363 2.00513
2.66779 2.00733
2.67195 2.0096
2.67611 2.0118
2.68027 2.014
2.68443 2.0162
2.68859 2.0184
2.69275 2.0206
2.69691 2.0228
2.70107 2.025
2.70523 2.0272
2.70939 2.0294
2.71355 2.0316
2.71771 2.03373
2.72187 2.03593
2.72603 2.03813
2.73019 2.04033
2.73435 2.04247
2.73851 2.04467
2.74267 2.04687
2.74683 2.049
2.75099 2.0512
2.75515 2.05333
2.75931 2.05553
2.76347 2.05767
2.76763 2.05987
2.77179 2.062
2.77595 2.06413
2.78011 2.06633
2.78427 2.06847
2.78843 2.0706
2.79259 2.07273
2.79675 2.07487
2.80091 2.07707
2.80507 1.91926
2.80923 1.92123
2.81339 1.9232
2.81755 1.92517
2.82171 1.92714
2.82587 1.92911
2.83003 1.93108
2.83419 1.93298
2.83835 1.93495
2.84251 1.93692
2.84667 1.93889
2.85083 1.94086
2.85499 1.94277
2.85915 1.94474
2.86331 1.94671
2.86747 1.94862
2.87163 1.95058
2.87579 1.95249
2.87995 1.95446
2.88411 1.95637
2.88827 1.95834
2.89243 1.96025
2.89659 1.96222
2.90075 1.96412
2.90491 1.96603
2.90907 1.968
2.91323 1.96991
2.91739 1.97182
2.92155 1.97372
2.92571 1.97563
2.92987 1.9776
2.93403 2.14447
2.93819 2.14653
2.94235 2.1486
2.94651 2.15067
2.95067 2.15273
2.95483 2.1548
2.95899 2.15687
2.96315 2.15893
2.96731 2.161
2.97147 2.163
2.97563 2.16507
2.97979 2.16713
2.98395 2.1692
2.98811 2.17127
2.99227 2.17327
2.99643 2.17533
3.00059 2.1774
3.00475 2.1794
3.00891 2.18147
3.01307 2.18347
3.01723 2.18553
3.02139 2.18753
3.02555 2.1896
3.02971 2.1916
3.03387 2.19367
3.03803 2.19567
3.04219 2.19767
3.04635 2.19973
3.05051 2.20173
3.05467 2.20373
3.05883 2.2058
3.06299 2.2078
3.06715 1.89411
3.07131 1.89583
3.07547 1.89754
3.07963 1.89931
3.08379 1.90103
3.08795 1.90274
3.09211 1.90446
3.09627 1.90617
3.10043 1.90789
3.10459 1.9096
3.10875 1.91131
3.11291 1.91297
3.11707 1.91469
3.12123 1.9164
3.12539 1.91811
3.12955 1.91983
3.13371 1.92154
3.13787 1.9232
3.14203 1.92491
3.14619 1.92663
3.15035 1.92829
3.15451 1.93
3.15867 1.93171
3.16283 1.93337
3.16699 1.93509
3.17115 1.93674
3.17531 1.93846
3.17947 1.94011
3.18363 1.94183
3.18779 1.94349
3.19195 1.9452
3.19611 1.94686
3.20027 1.94851
3.20443 2.10025
3.20859 2.10203
3.21275 2.10382
3.21691 2.1056
3.22107 2.10745
3.22523 2.10923
3.22939 2.11102
3.23355 2.1128
3.23771 2.11458
3.24187 2.11637
3.24603 2.11815
3.25019 2.11994
3.25435 2.12178
3.25851 2.12357
3.26267 2.12535
3.26683 2.12708
3.27099 2.12886
3.27515 2.13065
3.27931 2.13243
3.28347 2.13422
